id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	$\alpha{-}cells$|$\alpha{-}cells$	$\alpha{-}cells$|$\beta{-}cells$	$\alpha{-}cells$|$\delta{-}cells$	$\alpha{-}cells$|Acinar cells	$\alpha{-}cells$|Ductal cells	$\alpha{-}cells$|PP cells	$\alpha{-}cells$|Stellate cells	$\beta{-}cells$|$\alpha{-}cells$	$\beta{-}cells$|$\beta{-}cells$	$\beta{-}cells$|$\delta{-}cells$	$\beta{-}cells$|Acinar cells	$\beta{-}cells$|Ductal cells	$\beta{-}cells$|PP cells	$\beta{-}cells$|Stellate cells	$\delta{-}cells$|$\alpha{-}cells$	$\delta{-}cells$|$\beta{-}cells$	$\delta{-}cells$|$\delta{-}cells$	$\delta{-}cells$|Acinar cells	$\delta{-}cells$|Ductal cells	$\delta{-}cells$|PP cells	$\delta{-}cells$|Stellate cells	Acinar cells|$\alpha{-}cells$	Acinar cells|$\beta{-}cells$	Acinar cells|$\delta{-}cells$	Acinar cells|Acinar cells	Acinar cells|Ductal cells	Acinar cells|PP cells	Acinar cells|Stellate cells	Ductal cells|$\alpha{-}cells$	Ductal cells|$\beta{-}cells$	Ductal cells|$\delta{-}cells$	Ductal cells|Acinar cells	Ductal cells|Ductal cells	Ductal cells|PP cells	Ductal cells|Stellate cells	PP cells|$\alpha{-}cells$	PP cells|$\beta{-}cells$	PP cells|$\delta{-}cells$	PP cells|Acinar cells	PP cells|Ductal cells	PP cells|PP cells	PP cells|Stellate cells	Stellate cells|$\alpha{-}cells$	Stellate cells|$\beta{-}cells$	Stellate cells|$\delta{-}cells$	Stellate cells|Acinar cells	Stellate cells|Ductal cells	Stellate cells|PP cells	Stellate cells|Stellate cells
CPI-SS058E608D0	PTHLH_PRLHR	simple:P12272	simple:P49683	ENSG00000087494	ENSG00000119973	True	False	True	guidetopharmacology.org	False	0.03	1.0	0.154	1.0	1.0	1.0	0.889	0.03	1.0	0.073	1.0	1.0	1.0	0.937	0.222	0.94	0.166	1.0	1.0	1.0	0.889	0.09	0.141	0.0	1.0	0.243	0.321	0.261	0.0	0.022	0.022	1.0	0.154	0.142	0.112	0.102	0.94	0.073	1.0	1.0	1.0	0.868	0.184	1.0	0.214	1.0	1.0	1.0	0.868
CPI-SS0C6448B94	IL1B_ADRB2	simple:P01584	simple:P07550	ENSG00000125538	ENSG00000169252	True	False	True	I2D	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0C1F25516	CD8A_CEACAM5	simple:P01732	simple:P06731	ENSG00000153563	ENSG00000105388	True	True	False	curated	False	1.0	0.97	0.796	0.0	0.141	0.577	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	0.94	0.444	0.0	0.192	0.598	0.979	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS06CCF5A54	ANXA1_FPR3	simple:P04083	simple:P25089	ENSG00000135046	ENSG00000187474	True	False	True	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.76	0.73	0.529	0.73	0.73	0.709	0.76	0.405	0.405	0.333	0.405	0.405	0.435	0.435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.889	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F8DE3306	RLN2_RXFP3	simple:P04090	simple:Q9NSD7	ENSG00000107014	ENSG00000182631	True	False	True	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS01AD399A0	IL4_IL13RA2	simple:P05112	simple:Q14627	ENSG00000113520	ENSG00000123496	True	False	True	I2D	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0BCCDFA7A	NAMPT_IL13RA2	simple:P43490	simple:Q14627	ENSG00000105835	ENSG00000123496	True	False	True	InnateDB-All	False	0.081	0.778	0.234	0.466	0.645	0.0	0.282	1.0	1.0	0.97	1.0	1.0	0.475	0.97	0.91	0.97	0.85	0.91	0.97	0.364	0.85	0.081	0.171	0.111	0.141	0.162	0.03	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.769	0.97	0.718	0.859	0.739	0.859	0.829	0.372	0.778
CPI-SS0DC2A6D35	IL6_HRH1	simple:P05231	simple:P35367	ENSG00000136244	ENSG00000196639	True	False	True	IMEx,InnateDB-All,IntAct	False	1.0	0.97	0.91	1.0	0.213	0.919	0.0	0.97	0.94	0.94	1.0	0.303	0.859	0.0	0.97	0.88	0.739	0.91	0.265	0.748	0.0	0.345	0.334	0.264	0.223	0.141	0.427	0.0	0.97	0.859	0.567	0.94	0.324	0.739	0.0	0.97	0.778	0.546	0.655	0.252	0.778	0.0	0.0	0.0	0.06	0.06	0.0	0.09	0.0
CPI-SS0B537DD3F	CEACAM5_CEACAM1	simple:P06731	simple:P13688	ENSG00000105388	ENSG00000079385	True	False	False	curated	False	0.0	1.0	0.132	0.081	0.403	0.192	0.568	0.0	1.0	0.132	0.081	0.433	0.162	0.628	0.12	1.0	0.102	0.081	0.403	0.171	0.517	0.0	0.222	0.021	0.0	0.06	0.0	0.03	0.021	1.0	0.081	0.0	0.283	0.03	0.435	0.171	1.0	0.132	0.141	0.343	0.252	0.628	0.072	1.0	0.123	0.081	0.403	0.162	0.538
CPI-SS0C85BC9AF	PROS1_AXL	simple:P07225	simple:P30530	ENSG00000184500	ENSG00000167601	True	False	True	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.475	0.444	0.03	0.658	0.0	0.03	0.021	0.09	0.081	0.0	0.06	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.616	0.594	0.231	0.243	0.0	0.474	0.0	0.283	0.342	0.12	0.132	0.0	0.264	0.0	0.595	0.435	0.231	0.222	0.0	0.384	0.0
CPI-SS09C4988F8	PROS1_TYRO3	simple:P07225	simple:Q06418	ENSG00000184500	ENSG00000092445	True	False	True	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.072	0.355	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.141	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.03	1.0	1.0
CPI-SS0CBC7840D	PTPRC_CD22	simple:P08575	simple:P20273	ENSG00000081237	ENSG00000012124	False	False	True	curated	False	1.0	0.0	1.0	0.897	1.0	0.79	0.94	0.91	0.0	0.958	0.705	0.97	0.478	0.799	0.487	0.0	0.787	0.714	0.859	0.478	0.726	1.0	0.0	1.0	0.807	1.0	0.679	0.91	1.0	0.0	1.0	0.837	1.0	0.769	0.88	1.0	0.0	1.0	0.918	1.0	0.709	0.88	0.94	0.0	0.979	0.786	0.949	0.598	0.889
CPI-SS07F60834D	MET_HGF	simple:P08581	simple:P14210	ENSG00000105976	ENSG00000019991	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.102	0.072	0.102	0.072	0.162	0.132	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.94	0.97	0.94	0.94	0.97	0.94	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0D954EA1C	PDGFRB_PDGFD	simple:P09619	simple:Q9GZP0	ENSG00000113721	ENSG00000170962	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
CPI-SS080611C5B	ALOX5_ALOX5AP	simple:P09917	simple:P20292	ENSG00000012779	ENSG00000132965	False	False	False	guidetopharmacology.org	False	1.0	1.0	0.82	1.0	1.0	1.0	0.889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.162	0.072	0.09	0.342	0.312	0.252	0.06	0.03	0.03	0.03	0.09	0.081	0.051	0.03	0.859	0.859	0.483	0.91	1.0	0.889	0.576	1.0	1.0	0.829	1.0	1.0	1.0	0.94	1.0	0.979	0.919	1.0	1.0	1.0	0.919
CPI-SS02D7A1DDE	KIT_KITLG	simple:P10721	simple:P21583	ENSG00000157404	ENSG00000049130	True	True	False	curated	False	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.03	0.0	0.88	0.0	0.312	0.402	0.432	0.0	0.0	0.423	0.0	1.0	1.0	0.928	0.03	0.0	1.0	0.0	1.0	0.97	0.88	0.0	0.0	0.807	0.0	1.0	1.0	0.97	0.12	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EDAE16B6	EPOR_KITLG	simple:P19235	simple:P21583	ENSG00000187266	ENSG00000049130	True	True	False	I2D	False	1.0	1.0	0.838	0.0	0.0	0.657	0.0	0.91	0.97	0.769	0.0	0.0	0.717	0.0	0.406	0.364	0.535	0.0	0.0	0.355	0.0	1.0	1.0	1.0	0.474	0.202	1.0	0.0	1.0	1.0	1.0	0.334	0.082	1.0	0.0	0.444	0.453	0.393	0.0	0.0	0.273	0.0	1.0	1.0	0.979	0.192	0.09	1.0	0.0
CPI-SS03EF699C7	HLA-E_KLRC1	simple:P13747	simple:P26715	ENSG00000204592	ENSG00000134545	False	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.261	0.261	0.261	0.261	0.261	0.261	0.261	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C4FA643F	HLA-E_KLRC2	simple:P13747	simple:P26717	ENSG00000204592	ENSG00000205809	False	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.261	0.261	0.261	0.261	0.261	0.261	0.261	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03339363E	HLA-E_KLRK1	simple:P13747	simple:P26718	ENSG00000204592	ENSG00000213809	False	False	True	curated	False	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.273	1.0	1.0	1.0	1.0	1.0	1.0	0.201	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0
CPI-SS015E1E2C6	SELP_CD34	simple:P16109	simple:P28906	ENSG00000174175	ENSG00000174059	False	False	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
CPI-SS04F90EE0D	SELE_GLG1	simple:P16581	simple:Q92896	ENSG00000007908	ENSG00000090863	False	False	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS01560CA22	CD99_PILRA	simple:P14209	simple:Q9UKJ1	ENSG00000002586	ENSG00000085514	True	False	True	curated	False	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.979	0.769	1.0	1.0	0.949	0.949	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0A1864A37	NPR1_NPPC	simple:P16066	simple:P23582	ENSG00000169418	ENSG00000163273	True	True	False	InnateDB-All	False	0.202	1.0	1.0	1.0	1.0	0.252	1.0	0.838	1.0	1.0	1.0	1.0	0.829	1.0	0.312	1.0	1.0	1.0	1.0	0.333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.868	1.0	1.0	1.0	1.0	0.919	1.0	0.33	1.0	1.0	1.0	1.0	0.33	1.0
CPI-SS06B94F144	NPR2_NPPC	simple:P20594	simple:P23582	ENSG00000159899	ENSG00000163273	True	True	False	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.111	1.0	1.0	1.0	1.0	0.06	1.0	0.0	1.0	1.0	1.0	1.0	0.03	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.88	1.0	1.0	1.0	1.0	0.94	1.0	0.081	1.0	1.0	1.0	1.0	0.081	1.0	0.0	1.0	1.0	1.0	1.0	0.03	1.0
CPI-SS03CC15FF3	PDGFRA_PDGFC	simple:P16234	simple:Q9NRA1	ENSG00000134853	ENSG00000145431	True	True	False	curated	False	1.0	1.0	0.466	0.252	0.0	0.162	0.0	1.0	1.0	0.436	0.282	0.0	0.102	0.0	1.0	1.0	0.466	0.303	0.0	0.162	0.0	1.0	1.0	0.325	0.201	0.0	0.111	0.0	1.0	1.0	0.385	0.201	0.0	0.141	0.0	1.0	1.0	0.466	0.192	0.0	0.132	0.0	0.0	0.021	0.081	0.03	0.0	0.0	0.0
CPI-SS03A3EE72E	FLT4_PDGFC	simple:P35916	simple:Q9NRA1	ENSG00000037280	ENSG00000145431	True	True	False	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.06	0.03	0.0	0.0	0.0
CPI-SS0F972435E	FLT4_VEGFC	simple:P35916	simple:P49767	ENSG00000037280	ENSG00000150630	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0
CPI-SS0273C9AED	KDR_VEGFC	simple:P35968	simple:P49767	ENSG00000128052	ENSG00000150630	True	True	False	curated	False	0.97	1.0	1.0	1.0	1.0	0.556	1.0	0.838	1.0	0.97	0.97	1.0	0.325	0.97	0.405	1.0	1.0	1.0	1.0	0.372	0.799	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.667	1.0	1.0	1.0	1.0	0.475	0.91	0.646	1.0	1.0	1.0	1.0	0.513	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01946BE5C	C5AR1_RPS19	simple:P21730	simple:P39019	ENSG00000197405	ENSG00000105372	False	True	False	guidetopharmacology.org	False	1.0	0.979	0.333	0.0	0.0	1.0	0.0	1.0	0.949	0.273	0.0	0.0	1.0	0.0	0.183	0.423	0.102	0.0	0.0	1.0	0.0	1.0	1.0	0.303	0.0	0.0	1.0	0.0	1.0	0.979	0.363	0.0	0.0	1.0	0.0	1.0	0.979	0.303	0.0	0.0	1.0	0.0	1.0	1.0	0.363	0.0	0.0	1.0	0.0
CPI-SS04456F441	TNFSF4_TNFRSF4	simple:P23510	simple:P43489	ENSG00000117586	ENSG00000186827	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0D2539AEB	FPR3_HEBP1	simple:P25089	simple:Q9NRV9	ENSG00000187474	ENSG00000013583	False	True	False	guidetopharmacology.org	False	1.0	0.423	0.414	0.0	0.0	0.415	0.307	1.0	0.333	0.384	0.0	0.0	0.475	0.307	0.94	0.03	0.18	0.0	0.0	0.171	0.163	1.0	0.414	0.486	0.0	0.0	0.526	0.358	1.0	0.363	0.414	0.0	0.0	0.445	0.307	1.0	0.393	0.444	0.0	0.0	0.385	0.307	1.0	0.414	0.444	0.0	0.0	0.505	0.307
CPI-SS09A3A441F	GUCY2C_GUCA2A	simple:P25092	simple:Q02747	ENSG00000070019	ENSG00000197273	True	True	False	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.171	0.222	0.222	0.252	0.03	0.192	0.222	0.496	0.658	0.495	1.0	0.333	0.525	0.859	0.0	0.021	0.0	0.021	0.0	0.03	0.021	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0231B999D	GUCY2C_GUCA2B	simple:P25092	simple:Q16661	ENSG00000070019	ENSG00000044012	True	True	False	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS03EACE0E0	MST1_MST1R	simple:P26927	simple:Q04912	ENSG00000173531	ENSG00000164078	True	False	True	curated	False	0.979	0.889	0.688	0.0	0.0	0.667	0.697	1.0	1.0	1.0	0.0	0.0	0.94	0.979	1.0	0.97	0.97	0.0	0.03	0.91	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.97	0.94	0.0	0.0	0.979	0.91	1.0	0.949	0.88	0.0	0.021	0.799	0.859	1.0	0.919	0.88	0.0	0.0	0.889	0.829
CPI-SS099C401F7	ACVR2A_INHBE	simple:P27037	simple:P58166	ENSG00000121989	ENSG00000139269	True	True	False	curated	False	1.0	0.979	1.0	1.0	1.0	1.0	1.0	0.162	0.132	0.162	1.0	0.243	0.243	0.132	0.081	0.081	0.111	1.0	0.102	0.081	0.051	0.595	0.625	0.625	1.0	0.655	0.595	0.402	0.364	0.364	0.394	1.0	0.424	0.394	0.334	0.402	0.432	0.492	1.0	0.522	0.492	0.342	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SS08991B378	CD6_ALCAM	simple:P30203	simple:Q13740	ENSG00000013725	ENSG00000170017	True	False	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS00C069DCB	SSTR1_SST	simple:P30872	simple:P61278	ENSG00000139874	ENSG00000157005	True	True	False	I2D	False	1.0	1.0	0.0	1.0	0.979	1.0	0.949	1.0	1.0	0.0	1.0	1.0	1.0	0.979	1.0	0.85	0.0	0.748	0.928	0.919	0.616	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94	0.0	0.898	0.979	0.949	0.667	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0E5593D5C	BMP8B_PLAUR	simple:P34820	simple:Q03405	ENSG00000116985	ENSG00000011422	True	False	True	InnateDB-All	False	1.0	1.0	0.606	0.0	0.0	0.97	0.0	1.0	1.0	0.627	0.0	0.0	1.0	0.0	1.0	1.0	0.889	0.0	0.0	1.0	0.0	1.0	1.0	0.769	0.0	0.0	1.0	0.0	1.0	1.0	0.889	0.0	0.0	1.0	0.0	0.423	0.888	0.042	0.0	0.0	0.687	0.0	1.0	1.0	0.739	0.0	0.0	1.0	0.0
CPI-SS09CCC0451	INHBE_ACVR2B	simple:P58166	simple:Q13705	ENSG00000139269	ENSG00000114739	True	False	True	curated	False	0.897	0.7	0.0	0.021	0.646	0.223	0.949	0.906	0.637	0.0	0.0	0.646	0.283	0.919	0.957	0.718	0.0	0.0	0.766	0.283	0.949	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.948	0.82	0.03	0.021	0.859	0.274	1.0	0.949	0.76	0.03	0.021	0.706	0.253	0.949	0.453	0.376	0.0	0.0	0.436	0.141	0.919
CPI-SS0B6F0C894	DSG2_DSC3	simple:Q14126	simple:Q14574	ENSG00000046604	ENSG00000134762	False	False	False	curated	False	0.252	0.252	0.273	0.252	0.252	0.132	0.252	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163	0.163	0.193	0.163	0.163	0.141	0.163	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS06D13FCD3	DSC2_DSG2	simple:Q02487	simple:Q14126	ENSG00000134755	ENSG00000046604	False	False	False	curated	False	0.312	1.0	1.0	0.0	0.0	0.163	1.0	1.0	1.0	1.0	0.0	0.0	0.628	1.0	1.0	1.0	1.0	0.0	0.0	0.718	1.0	0.0	0.0	0.06	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.06	0.94	0.97	0.0	0.0	0.081	1.0	1.0	1.0	1.0	0.0	0.0	0.688	1.0
CPI-SS08B94BEB2	DSC1_DSG2	simple:Q08554	simple:Q14126	ENSG00000134765	ENSG00000046604	False	False	False	curated	False	0.252	1.0	1.0	0.0	0.0	0.163	1.0	0.252	1.0	1.0	0.0	0.0	0.163	1.0	0.252	1.0	1.0	0.0	0.0	0.193	1.0	0.222	1.0	1.0	0.0	0.0	0.141	1.0	0.273	1.0	1.0	0.0	0.0	0.163	1.0	0.312	1.0	1.0	0.0	0.0	0.163	1.0	0.111	1.0	1.0	0.0	0.0	0.141	1.0
CPI-SS0B337B316	TEK_ANGPT1	simple:Q02763	simple:Q15389	ENSG00000120156	ENSG00000154188	True	True	False	curated	False	1.0	1.0	1.0	1.0	0.0	1.0	0.88	1.0	1.0	1.0	1.0	0.0	1.0	0.616	1.0	1.0	1.0	1.0	0.042	1.0	0.444	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.022	1.0	0.547	1.0	1.0	1.0	1.0	0.021	1.0	0.585	1.0	1.0	1.0	1.0	0.0	1.0	0.0
CPI-SS09D5B5F9C	LRP1_ERFE	simple:Q07954	simple:Q4G0M1	ENSG00000123384	ENSG00000178752	True	True	False	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS07DFEBFA8	GPR19_ENHO	simple:Q15760	simple:Q6UWT2	ENSG00000183150	ENSG00000168913	True	True	False	guidetopharmacology.org	False	0.897	0.21	0.876	1.0	0.948	0.888	0.867	0.0	0.0	0.0	1.0	0.03	0.03	0.03	1.0	0.82	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.88	0.559	0.91	1.0	0.91	0.94	0.88	0.97	0.808	0.97	1.0	1.0	1.0	1.0	0.85	0.586	0.88	1.0	0.949	0.94	0.859
CPI-SS08EDE5442	IGFL2_IGFLR1	simple:Q6UWQ7	simple:Q9H665	ENSG00000204866	ENSG00000126246	True	False	True	IMEx,InnateDB-All,UniProt	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS09EF54490	ADGRV1_GPHA2	simple:Q8WXG9	simple:Q96T91	ENSG00000164199	ENSG00000149735	True	True	False	InnateDB-All	False	1.0	1.0	1.0	0.697	1.0	1.0	1.0	0.072	0.072	0.072	0.0	0.102	0.072	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.769	0.799	0.799	0.525	0.769	0.769	0.829	0.97	0.97	0.949	0.898	1.0	0.949	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.958	0.958	0.937	0.847	0.958	0.937	0.958
