id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	$\alpha{-}cells$|$\alpha{-}cells$	$\alpha{-}cells$|$\beta{-}cells$	$\alpha{-}cells$|$\delta{-}cells$	$\alpha{-}cells$|Acinar cells	$\alpha{-}cells$|Ductal cells	$\alpha{-}cells$|PP cells	$\alpha{-}cells$|Stellate cells	$\beta{-}cells$|$\alpha{-}cells$	$\beta{-}cells$|$\beta{-}cells$	$\beta{-}cells$|$\delta{-}cells$	$\beta{-}cells$|Acinar cells	$\beta{-}cells$|Ductal cells	$\beta{-}cells$|PP cells	$\beta{-}cells$|Stellate cells	$\delta{-}cells$|$\alpha{-}cells$	$\delta{-}cells$|$\beta{-}cells$	$\delta{-}cells$|$\delta{-}cells$	$\delta{-}cells$|Acinar cells	$\delta{-}cells$|Ductal cells	$\delta{-}cells$|PP cells	$\delta{-}cells$|Stellate cells	Acinar cells|$\alpha{-}cells$	Acinar cells|$\beta{-}cells$	Acinar cells|$\delta{-}cells$	Acinar cells|Acinar cells	Acinar cells|Ductal cells	Acinar cells|PP cells	Acinar cells|Stellate cells	Ductal cells|$\alpha{-}cells$	Ductal cells|$\beta{-}cells$	Ductal cells|$\delta{-}cells$	Ductal cells|Acinar cells	Ductal cells|Ductal cells	Ductal cells|PP cells	Ductal cells|Stellate cells	PP cells|$\alpha{-}cells$	PP cells|$\beta{-}cells$	PP cells|$\delta{-}cells$	PP cells|Acinar cells	PP cells|Ductal cells	PP cells|PP cells	PP cells|Stellate cells	Stellate cells|$\alpha{-}cells$	Stellate cells|$\beta{-}cells$	Stellate cells|$\delta{-}cells$	Stellate cells|Acinar cells	Stellate cells|Ductal cells	Stellate cells|PP cells	Stellate cells|Stellate cells
CPI-SS00EC753E6	GLP2R_GCG	simple:O95838	simple:P01275	ENSG00000065325	ENSG00000115263	True	True	False	guidetopharmacology.org	False	0.0	1.0	1.0	1.0	1.0	1.0	0.919	0.0	1.0	1.0	1.0	1.0	1.0	0.919	0.0	1.0	1.0	1.0	1.0	1.0	0.919	0.0	1.0	1.0	1.0	1.0	1.0	0.919	0.0	1.0	1.0	1.0	1.0	1.0	0.919	0.0	1.0	1.0	1.0	1.0	1.0	0.919	0.0	1.0	1.0	1.0	1.0	1.0	0.919
CPI-SS079728E8B	ADORA2B_ENTPD1	simple:P29275	simple:P49961	ENSG00000170425	ENSG00000138185	False	True	False	curated	False	0.201	0.585	0.171	0.517	0.94	1.0	0.082	0.291	0.696	0.171	0.457	0.94	1.0	0.052	0.15	0.435	0.201	0.388	0.88	1.0	0.052	0.12	0.18	0.111	0.367	0.796	0.94	0.06	0.0	0.0	0.03	0.205	0.27	0.598	0.03	0.649	0.82	0.334	0.658	1.0	1.0	0.082	0.282	0.666	0.231	0.418	0.91	1.0	0.082
CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	ENSG00000135744	ENSG00000144891	True	False	True	guidetopharmacology.org	False	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.111	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.85	1.0	1.0	1.0	0.423	1.0	1.0	0.303	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.777	1.0	1.0	0.447	1.0
CPI-SS00581282E	C5_C5AR1	simple:P01031	simple:P21730	ENSG00000106804	ENSG00000197405	True	False	True	guidetopharmacology.org	False	0.676	0.03	0.0	0.363	0.402	0.748	0.453	0.94	0.214	0.051	0.85	0.508	0.91	0.73	1.0	0.727	0.223	0.94	0.868	0.97	0.889	0.021	0.0	0.0	0.051	0.021	0.081	0.021	0.888	0.396	0.111	0.798	0.687	0.91	0.708	1.0	0.667	0.21	0.88	0.88	0.97	0.829	0.162	0.09	0.03	0.222	0.162	0.222	0.222
CPI-SS075D9B9AD	KNG1_BDKRB1	simple:P01042	simple:P46663	ENSG00000113889	ENSG00000100739	True	False	True	guidetopharmacology.org	False	0.978	1.0	0.898	0.142	0.0	0.607	0.0	1.0	1.0	0.94	0.142	0.0	0.637	0.0	0.957	1.0	0.808	0.142	0.0	0.607	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.193	0.0	0.649	0.0	0.876	0.979	0.556	0.142	0.0	0.444	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS033180726	CGA_LHCGR	simple:P01215	simple:P22888	ENSG00000135346	ENSG00000138039	True	False	True	I2D,InnateDB-All	False	0.214	1.0	0.103	0.021	0.043	0.103	0.043	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.495	1.0	0.406	0.324	0.324	0.384	0.324	0.24	1.0	0.262	0.18	0.18	0.21	0.18	0.324	1.0	0.316	0.264	0.264	0.324	0.264	0.705	1.0	0.625	0.543	0.543	0.573	0.543	0.052	1.0	0.112	0.052	0.052	0.112	0.052
CPI-SS0C7833961	TSHB_TSHR	simple:P01222	simple:P16473	ENSG00000134200	ENSG00000165409	True	False	True	I2D	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS01963C4CA	TG_ASGR1	simple:P01266	simple:P07306	ENSG00000042832	ENSG00000141505	True	False	True	I2D	False	0.0	0.919	0.354	1.0	1.0	0.85	0.97	0.0	0.928	0.384	1.0	1.0	0.829	1.0	0.0	0.685	0.273	1.0	1.0	0.598	0.919	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.423	0.213	1.0	1.0	0.457	0.739	0.0	0.868	0.354	1.0	1.0	0.82	0.97	0.03	0.919	0.354	1.0	1.0	0.829	0.97
CPI-SS012B216F6	PTHLH_PTH2R	simple:P12272	simple:P49190	ENSG00000087494	ENSG00000144407	True	False	True	guidetopharmacology.org	False	1.0	0.445	0.0	0.94	0.898	0.94	0.889	1.0	0.7	0.0	1.0	0.97	1.0	1.0	1.0	0.625	0.0	0.859	0.958	0.97	0.97	0.06	0.03	0.0	0.09	0.06	0.06	0.12	0.0	0.0	0.0	0.15	0.0	0.06	0.081	1.0	0.727	0.0	0.94	0.979	1.0	1.0	0.315	0.171	0.0	0.324	0.414	0.384	0.465
CPI-SS058E608D0	PTHLH_PRLHR	simple:P12272	simple:P49683	ENSG00000087494	ENSG00000119973	True	False	True	guidetopharmacology.org	False	0.0	0.889	0.607	1.0	0.769	1.0	0.769	0.081	0.97	0.718	1.0	0.858	1.0	1.0	0.142	0.97	0.757	1.0	0.889	1.0	0.97	0.0	0.06	0.0	1.0	0.09	0.09	0.06	0.0	0.03	0.081	1.0	0.072	0.291	0.153	0.243	0.97	0.778	1.0	0.919	1.0	0.97	0.111	0.303	0.483	1.0	0.396	0.829	0.418
CPI-SS0C6448B94	IL1B_ADRB2	simple:P01584	simple:P07550	ENSG00000125538	ENSG00000169252	True	False	True	I2D	False	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
CPI-SS0C1F25516	CD8A_CEACAM5	simple:P01732	simple:P06731	ENSG00000153563	ENSG00000105388	True	True	False	curated	False	0.889	1.0	0.405	1.0	0.0	0.342	0.94	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.627	1.0	0.0	0.556	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0F739D3DB	ANXA1_FPR1	simple:P04083	simple:P21462	ENSG00000135046	ENSG00000171051	True	False	True	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS06CCF5A54	ANXA1_FPR3	simple:P04083	simple:P25089	ENSG00000135046	ENSG00000187474	True	False	True	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.676	1.0	0.919	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.919	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F8DE3306	RLN2_RXFP3	simple:P04090	simple:Q9NSD7	ENSG00000107014	ENSG00000182631	True	False	True	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0BCCDFA7A	NAMPT_IL13RA2	simple:P43490	simple:Q14627	ENSG00000105835	ENSG00000123496	True	False	True	InnateDB-All	False	0.0	1.0	0.102	0.487	0.606	0.03	0.445	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.201	1.0	0.111	0.565	0.514	0.15	0.475	0.142	1.0	0.09	0.352	0.262	0.09	0.304	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.97	1.0	0.949	1.0	1.0	0.949	1.0	0.85	1.0	0.76	0.97	0.97	0.769	0.94
CPI-SS0DC2A6D35	IL6_HRH1	simple:P05231	simple:P35367	ENSG00000136244	ENSG00000196639	True	False	True	IMEx,InnateDB-All,IntAct	False	1.0	0.97	0.444	1.0	0.12	1.0	0.0	1.0	0.979	0.376	1.0	0.133	0.949	0.0	0.141	0.15	0.141	0.402	0.12	0.18	0.0	0.97	0.787	0.183	0.979	0.021	1.0	0.021	0.91	0.817	0.303	0.88	0.201	0.808	0.03	0.94	0.757	0.312	0.778	0.12	0.646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B537DD3F	CEACAM5_CEACAM1	simple:P06731	simple:P13688	ENSG00000105388	ENSG00000079385	True	False	False	curated	False	0.0	1.0	0.102	0.15	0.744	0.445	0.495	0.0	1.0	0.102	0.15	0.756	0.445	0.555	0.0	1.0	0.132	0.21	0.693	0.475	0.495	0.03	1.0	0.102	0.18	0.786	0.526	0.525	0.0	1.0	0.051	0.03	0.381	0.142	0.243	0.0	1.0	0.102	0.12	0.663	0.415	0.495	0.021	1.0	0.102	0.15	0.765	0.466	0.525
CPI-SS0C85BC9AF	PROS1_AXL	simple:P07225	simple:P30530	ENSG00000184500	ENSG00000167601	True	False	True	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.829	0.82	0.21	0.513	0.393	0.06	0.0	0.351	0.462	0.18	0.36	0.24	0.06	0.0	1.0	1.0	0.748	1.0	1.0	0.757	0.0	0.868	0.94	0.441	0.726	0.513	0.231	0.0	0.03	0.213	0.06	0.18	0.09	0.0	0.0	0.051	0.03	0.03	0.141	0.0	0.0	0.0
CPI-SS09C4988F8	PROS1_TYRO3	simple:P07225	simple:Q06418	ENSG00000184500	ENSG00000092445	True	False	True	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.03	0.0	1.0	0.0	1.0	1.0	1.0	0.09	0.0	1.0	0.0	1.0	1.0	1.0	0.898	0.688	1.0	0.175	1.0	1.0	1.0	0.24	0.09	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0
CPI-SS061A7E099	CD55_ADGRE5	simple:P08174	simple:P48960	ENSG00000196352	ENSG00000123146	True	True	True	curated	False	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.081	0.021	1.0	0.799	1.0	1.0	1.0	0.525	0.675	1.0	0.91	1.0	1.0	1.0	0.859	0.88	1.0	0.94	1.0	1.0	1.0	0.0	0.0	1.0	0.12	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.12	0.09	1.0	0.231
CPI-SS0CBC7840D	PTPRC_CD22	simple:P08575	simple:P20273	ENSG00000081237	ENSG00000012124	False	False	True	curated	False	1.0	0.0	0.0	0.888	1.0	0.97	1.0	1.0	0.0	0.0	0.94	1.0	0.97	1.0	0.0	0.0	0.0	0.03	0.0	0.0	0.111	1.0	0.03	0.0	0.765	0.97	0.94	0.97	1.0	0.171	0.0	0.816	0.97	0.97	0.97	1.0	0.0	0.0	0.868	0.97	0.91	0.97	1.0	0.081	0.0	0.756	0.97	0.888	0.97
CPI-SS07F60834D	MET_HGF	simple:P08581	simple:P14210	ENSG00000105976	ENSG00000019991	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.453	1.0	0.453	0.483	0.495	0.453	0.393
CPI-SS0D954EA1C	PDGFRB_PDGFD	simple:P09619	simple:Q9GZP0	ENSG00000113721	ENSG00000170962	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
CPI-SS080611C5B	ALOX5_ALOX5AP	simple:P09917	simple:P20292	ENSG00000012779	ENSG00000132965	False	False	False	guidetopharmacology.org	False	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.06	0.03	0.0	0.141	0.132	0.102	0.0	0.09	0.0	0.171	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.06	0.0	0.12	0.111	0.162	0.171	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.03	1.0	0.97	1.0	1.0
CPI-SS02D7A1DDE	KIT_KITLG	simple:P10721	simple:P21583	ENSG00000157404	ENSG00000049130	True	True	False	curated	False	1.0	1.0	1.0	0.03	0.0	1.0	0.0	1.0	1.0	0.97	0.03	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.808	0.06	0.0	0.919	0.0	0.193	0.223	0.253	0.0	0.0	0.193	0.0	1.0	1.0	0.705	0.03	0.0	0.898	0.0	1.0	1.0	0.838	0.081	0.06	0.949	0.0
CPI-SS0EDAE16B6	EPOR_KITLG	simple:P19235	simple:P21583	ENSG00000187266	ENSG00000049130	True	True	False	I2D	False	0.547	0.679	0.441	0.03	0.0	0.535	0.0	0.474	0.495	0.222	0.0	0.0	0.513	0.0	0.829	0.889	0.778	0.03	0.03	0.718	0.03	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.889	0.889	1.0	0.616	0.051	0.081	0.081	0.0	0.0	0.111	0.0	0.717	0.777	0.726	0.15	0.111	0.747	0.111
CPI-SS03EF699C7	HLA-E_KLRC1	simple:P13747	simple:P26715	ENSG00000204592	ENSG00000134545	False	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.03	0.0	0.021	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.12	0.12	0.12	0.12	0.12	0.12	0.12
CPI-SS0C4FA643F	HLA-E_KLRC2	simple:P13747	simple:P26717	ENSG00000204592	ENSG00000205809	False	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.12	0.12	0.18	0.12	0.12	0.12	0.12
CPI-SS015E1E2C6	SELP_CD34	simple:P16109	simple:P28906	ENSG00000174175	ENSG00000174059	False	False	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
CPI-SS01560CA22	CD99_PILRA	simple:P14209	simple:Q9UKJ1	ENSG00000002586	ENSG00000085514	True	False	True	curated	False	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.565	0.535	0.565	1.0	0.595	0.565	0.492	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94	0.94	0.97	1.0	0.97	0.97	0.94	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0A1864A37	NPR1_NPPC	simple:P16066	simple:P23582	ENSG00000169418	ENSG00000163273	True	True	False	InnateDB-All	False	0.021	1.0	1.0	1.0	1.0	0.291	1.0	0.619	1.0	1.0	1.0	1.0	0.739	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.709	1.0	1.0	1.0	1.0	0.859	1.0	0.223	1.0	1.0	1.0	1.0	0.253	1.0
CPI-SS06B94F144	NPR2_NPPC	simple:P20594	simple:P23582	ENSG00000159899	ENSG00000163273	True	True	False	guidetopharmacology.org	False	0.594	1.0	1.0	1.0	1.0	0.765	1.0	0.132	1.0	1.0	1.0	1.0	0.222	1.0	0.859	1.0	1.0	1.0	1.0	0.889	1.0	0.688	1.0	1.0	1.0	1.0	0.688	1.0	0.97	1.0	1.0	1.0	1.0	1.0	1.0	0.042	1.0	1.0	1.0	1.0	0.072	1.0	0.667	1.0	1.0	1.0	1.0	0.787	1.0
CPI-SS03CC15FF3	PDGFRA_PDGFC	simple:P16234	simple:Q9NRA1	ENSG00000134853	ENSG00000145431	True	True	False	curated	False	1.0	1.0	0.859	0.12	0.0	0.612	0.0	1.0	1.0	0.88	0.12	0.0	0.612	0.0	1.0	1.0	0.778	0.12	0.0	0.552	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.859	0.09	0.0	0.603	0.0	1.0	1.0	0.808	0.142	0.0	0.604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0273C9AED	KDR_VEGFC	simple:P35968	simple:P49767	ENSG00000128052	ENSG00000150630	True	True	False	curated	False	0.829	1.0	0.918	1.0	1.0	0.859	0.03	0.09	0.756	0.333	0.757	0.564	0.193	0.03	0.384	1.0	0.585	1.0	0.97	0.526	0.102	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.483	1.0	0.786	1.0	0.97	0.676	0.06	0.454	1.0	0.598	1.0	1.0	0.565	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01946BE5C	C5AR1_RPS19	simple:P21730	simple:P39019	ENSG00000197405	ENSG00000105372	False	True	False	guidetopharmacology.org	False	0.97	0.97	0.364	0.0	0.0	1.0	0.0	0.829	0.94	0.334	0.0	0.0	1.0	0.0	0.465	0.675	0.111	0.0	0.0	0.97	0.0	0.94	0.97	0.364	0.0	0.0	1.0	0.0	0.94	0.94	0.364	0.0	0.0	1.0	0.0	0.97	0.94	0.394	0.0	0.0	1.0	0.03	0.949	1.0	0.394	0.0	0.0	1.0	0.051
CPI-SS0C7915758	CXCR2_CXCL6	simple:P25025	simple:P80162	ENSG00000180871	ENSG00000124875	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0D2539AEB	FPR3_HEBP1	simple:P25089	simple:Q9NRV9	ENSG00000187474	ENSG00000013583	False	True	False	guidetopharmacology.org	False	1.0	0.427	0.051	0.0	0.0	0.799	0.174	1.0	0.517	0.051	0.0	0.0	0.829	0.204	0.97	0.03	0.0	0.0	0.0	0.294	0.03	1.0	0.427	0.051	0.0	0.0	0.859	0.174	1.0	0.393	0.051	0.0	0.0	0.739	0.153	1.0	0.406	0.051	0.0	0.0	0.79	0.153	1.0	0.406	0.051	0.0	0.0	0.799	0.174
CPI-SS09A3A441F	GUCY2C_GUCA2A	simple:P25092	simple:Q02747	ENSG00000070019	ENSG00000197273	True	True	False	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.193	0.253	0.334	0.415	0.193	0.253	0.343	0.376	0.457	0.427	0.517	0.265	0.427	0.436	0.03	0.072	0.03	0.192	0.03	0.081	0.03	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS03EACE0E0	MST1_MST1R	simple:P26927	simple:Q04912	ENSG00000173531	ENSG00000164078	True	False	True	curated	False	0.658	0.979	0.475	0.0	0.0	0.706	0.585	1.0	1.0	0.868	0.0	0.0	0.928	0.979	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.414	0.607	0.555	0.0	0.0	0.603	0.615	0.576	0.757	0.444	0.0	0.0	0.624	0.636	0.91	1.0	0.766	0.0	0.0	0.979	0.876	1.0	1.0	1.0	0.0	0.0	1.0	1.0
CPI-SS099C401F7	ACVR2A_INHBE	simple:P27037	simple:P58166	ENSG00000121989	ENSG00000139269	True	True	False	curated	False	0.979	0.949	1.0	1.0	1.0	0.979	0.627	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.829	0.829	0.829	1.0	0.829	0.829	0.688	0.324	0.324	0.324	1.0	0.324	0.354	0.234	0.324	0.264	0.324	1.0	0.294	0.324	0.183	0.91	0.91	0.91	1.0	0.94	0.94	0.748	0.513	0.483	0.483	1.0	0.483	0.513	0.423
CPI-SS08991B378	CD6_ALCAM	simple:P30203	simple:Q13740	ENSG00000013725	ENSG00000170017	True	False	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.111	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0D0252D87	AXL_IL15RA	simple:P30530	simple:Q13261	ENSG00000167601	ENSG00000134470	True	True	True	I2D	False	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.03	1.0	0.03	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0
CPI-SS077B160B9	IL15_IL15RA	simple:P40933	simple:Q13261	ENSG00000164136	ENSG00000134470	True	False	True	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0
CPI-SS03A4F7DC8	AXL_GAS6	simple:P30530	simple:Q14393	ENSG00000167601	ENSG00000183087	True	True	False	guidetopharmacology.org	False	1.0	1.0	1.0	0.192	0.0	1.0	0.03	1.0	1.0	1.0	0.333	0.0	1.0	0.03	1.0	1.0	1.0	0.111	0.0	0.573	0.0	1.0	1.0	1.0	0.252	0.0	1.0	0.09	1.0	1.0	1.0	0.183	0.0	0.859	0.03	1.0	1.0	1.0	0.051	0.0	0.475	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
CPI-SS085195142	TYRO3_GAS6	simple:Q06418	simple:Q14393	ENSG00000092445	ENSG00000183087	True	True	False	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.051	0.0	0.676	0.0	1.0	1.0	1.0	0.021	0.0	0.483	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.03	0.0
CPI-SS0415CC75D	MERTK_GAS6	simple:Q12866	simple:Q14393	ENSG00000153208	ENSG00000183087	True	True	False	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.051	0.0	0.544	0.0	1.0	1.0	1.0	0.021	0.0	0.595	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.051	0.0	0.826	0.0
CPI-SS00C069DCB	SSTR1_SST	simple:P30872	simple:P61278	ENSG00000139874	ENSG00000157005	True	True	False	I2D	False	1.0	1.0	0.0	0.88	1.0	1.0	0.748	1.0	1.0	0.0	1.0	1.0	1.0	0.868	0.222	0.213	0.0	0.375	0.637	0.363	0.355	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	0.0	0.748	0.979	0.787	0.577	1.0	1.0	1.0	1.0	1.0	1.0	1.0
