id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	$\alpha{-}cells$|$\alpha{-}cells$	$\alpha{-}cells$|$\beta{-}cells$	$\alpha{-}cells$|$\delta{-}cells$	$\alpha{-}cells$|Acinar cells	$\alpha{-}cells$|Ductal cells	$\alpha{-}cells$|PP cells	$\alpha{-}cells$|Stellate cells	$\beta{-}cells$|$\alpha{-}cells$	$\beta{-}cells$|$\beta{-}cells$	$\beta{-}cells$|$\delta{-}cells$	$\beta{-}cells$|Acinar cells	$\beta{-}cells$|Ductal cells	$\beta{-}cells$|PP cells	$\beta{-}cells$|Stellate cells	$\delta{-}cells$|$\alpha{-}cells$	$\delta{-}cells$|$\beta{-}cells$	$\delta{-}cells$|$\delta{-}cells$	$\delta{-}cells$|Acinar cells	$\delta{-}cells$|Ductal cells	$\delta{-}cells$|PP cells	$\delta{-}cells$|Stellate cells	Acinar cells|$\alpha{-}cells$	Acinar cells|$\beta{-}cells$	Acinar cells|$\delta{-}cells$	Acinar cells|Acinar cells	Acinar cells|Ductal cells	Acinar cells|PP cells	Acinar cells|Stellate cells	Ductal cells|$\alpha{-}cells$	Ductal cells|$\beta{-}cells$	Ductal cells|$\delta{-}cells$	Ductal cells|Acinar cells	Ductal cells|Ductal cells	Ductal cells|PP cells	Ductal cells|Stellate cells	PP cells|$\alpha{-}cells$	PP cells|$\beta{-}cells$	PP cells|$\delta{-}cells$	PP cells|Acinar cells	PP cells|Ductal cells	PP cells|PP cells	PP cells|Stellate cells	Stellate cells|$\alpha{-}cells$	Stellate cells|$\beta{-}cells$	Stellate cells|$\delta{-}cells$	Stellate cells|Acinar cells	Stellate cells|Ductal cells	Stellate cells|PP cells	Stellate cells|Stellate cells
CPI-SS0A2949959	ICAM3_CD209	simple:P32942	simple:Q9NNX6	ENSG00000076662	ENSG00000090659	True	False	True	curated	False	0.184			0.001																												0.001												0.001	0.001	0.001	0.001	0.001	0.001	0.001
CPI-SS0A3569604	IGF2_IDE	simple:P01344	simple:P14735	ENSG00000167244	ENSG00000119912	True	False	True	I2D,InnateDB-All	False	0.184								0.003	0.002	0.003	0.004	0.004	0.002	0.003											0.003	0.002																							
CPI-CS0AB19226A	PlexinA4_complex1_SEMA3A	complex:PlexinA4_complex1	simple:Q14563		ENSG00000075213	True	True	False	curated	False	0.184			0.001							0.001							0.001							0.001							0.001							0.001					0.0	0.001	0.001				
CPI-SS02AFCED82	EPHA2_EFNA5	simple:P29317	simple:P52803	ENSG00000142627	ENSG00000184349	False	True	False	curated	False	0.184																							0.011	0.009			0.008		0.008	0.012	0.011			0.009										0.01	0.009				
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	ENSG00000112715	ENSG00000128052	True	False	True	curated	False	0.184							0.006	0.006	0.006	0.006		0.006	0.006	0.008							0.005							0.005																					
CPI-SC0F4BC2909	COL6A2_a1b1 complex	simple:P12110	complex:a1b1 complex	ENSG00000142173		True	False	False	curated	True	0.184																					0.012																					0.012	0.008	0.007	0.006	0.006	0.007	0.008	0.018
CPI-SS077B160B9	IL15_IL15RA	simple:P40933	simple:Q13261	ENSG00000164136	ENSG00000134470	True	False	True	guidetopharmacology.org	False	0.184																									0.003	0.002		0.002				0.003	0.002		0.002											0.003	0.002		0.002
CPI-CS067298D94	FLT1 complex_VEGFA	complex:FLT1 complex	simple:P15692		ENSG00000112715	True	True	False	curated	False	0.184		0.006							0.006							0.006														0.006							0.006						0.006	0.008	0.005	0.005			
CPI-SC0082A7233	COL4A4_a11b1 complex	simple:P53420	complex:a11b1 complex	ENSG00000081052		True	False	False	curated	True	0.184	0.0	0.0					0.003							0.003							0.003							0.003							0.003							0.003							0.003
CPI-SC0861656EC	COL11A1_a11b1 complex	simple:P12107	complex:a11b1 complex	ENSG00000060718		True	False	False	curated	True	0.184							0.003							0.003							0.003							0.003							0.003							0.003	0.0	0.0					0.003
CPI-SS07CA5A6F1	EPHA4_EFNB3	simple:P54764	simple:Q15768	ENSG00000116106	ENSG00000108947	False	True	True	curated	False	0.204	0.001	0.001	0.001			0.003							0.002							0.002														0.002							0.002				0.002			0.003	
CPI-SS034B442CE	TNF_CELSR2	simple:P01375	simple:Q9HCU4	ENSG00000232810	ENSG00000143126	True	False	True	InnateDB-All	False	0.204						0.001							0.001							0.001		0.001	0.001	0.002			0.002		0.001					0.001							0.001								
CPI-CS0D238C22B	PlexinA2_complex1_SEMA3A	complex:PlexinA2_complex1	simple:Q14563		ENSG00000075213	True	True	False	curated	False	0.204			0.002					0.002	0.002	0.003																										0.002	0.002	0.003	0.002		0.002	0.002							
CPI-SS0AC594A8E	FGF17_FGFR4	simple:O60258	simple:P22455	ENSG00000158815	ENSG00000160867	True	False	True	I2D	False	0.204	0.001				0.002			0.001				0.002			0.001				0.002														0.002			0.001				0.002							0.002		
CPI-SC0247E9ADB	COL9A2_a11b1 complex	simple:Q14055	complex:a11b1 complex	ENSG00000049089		True	False	False	curated	True	0.204		0.001					0.003							0.003							0.003														0.003	0.001	0.001				0.001	0.004							0.003
CPI-SS0E7CBFD03	WNT5A_ROR2	simple:P41221	simple:Q01974	ENSG00000114251	ENSG00000169071	True	False	True	I2D	False	0.204						0.001	0.001						0.001	0.001																													0.007	0.007	0.008		0.007	0.008	0.008
CPI-SC0725E3A76	COL13A1_a10b1 complex	simple:Q5TAT6	complex:a10b1 complex	ENSG00000197467		False	False	False	curated	True	0.204															0.0					0.001	0.001																						0.001	0.001	0.001	0.001	0.001	0.001	0.001
CPI-SS0586F2596	EPHB2_EFNA5	simple:P29323	simple:P52803	ENSG00000133216	ENSG00000184349	False	True	False	curated	False	0.204		0.01							0.01							0.01							0.01						0.008	0.012	0.011			0.01			0.01							0.01					
CPI-CS0924060DB	ACVR_1C2A receptor_INHBA	complex:ACVR_1C2A receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	0.204	0.004						0.01	0.005						0.011							0.009							0.008							0.009	0.005						0.011							0.009
CPI-CS0AA769F5B	PlexinA3_complex1_SEMA3A	complex:PlexinA3_complex1	simple:Q14563		ENSG00000075213	True	True	False	curated	False	0.204			0.002							0.002																					0.002					0.002	0.002	0.003	0.002	0.002	0.002	0.002							
CPI-CS063AE1C91	IL6 receptor_IL6	complex:IL6 receptor	simple:P05231		ENSG00000136244	True	True	False	curated	False	0.204	0.003	0.003	0.003	0.003	0.003	0.003	0.005							0.003							0.004																					0.004							
CPI-CS0533A30DC	ACVR_1B2A receptor_INHBA	complex:ACVR_1B2A receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	0.204								0.003						0.009	0.003						0.01							0.009	0.003						0.009	0.003						0.009							0.009
CPI-CS0DEBE7B69	IL1 receptor_IL1RN	complex:IL1 receptor	simple:P18510		ENSG00000136689	True	True	False	curated	False	0.204					0.002							0.002							0.002							0.002						0.002	0.003						0.003	0.003						0.002	0.003		
CPI-SS075D9B9AD	KNG1_BDKRB1	simple:P01042	simple:P46663	ENSG00000113889	ENSG00000100739	True	False	True	guidetopharmacology.org	False	0.204					0.001		0.001					0.001		0.001					0.001		0.001												0.001		0.001					0.001		0.001							
CPI-SS03A2EFDD5	EPHA1_EFNA5	simple:P21709	simple:P52803	ENSG00000146904	ENSG00000184349	False	True	False	curated	False	0.204		0.01							0.01							0.01							0.01	0.009						0.011	0.009						0.01	0.009						0.01					
CPI-SS06A0B20BD	FGFR2_EPHA4	simple:P21802	simple:P54764	ENSG00000066468	ENSG00000116106	True	True	True	I2D,InnateDB-All	False	0.204	0.001							0.001							0.001														0.002	0.002	0.002		0.002	0.002	0.003	0.001													
CPI-SC053BBE2B1	COL16A1_a1b1 complex	simple:Q07092	complex:a1b1 complex	ENSG00000084636		True	False	False	curated	True	0.204																													0.002					0.002	0.013								0.004	0.003	0.002	0.003	0.003	0.004	0.014
CPI-CS091BF99D0	ACVR_1A2A receptor_INHBA	complex:ACVR_1A2A receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	0.204							0.01							0.01							0.01	0.005						0.011	0.004						0.011							0.01	0.005						0.011
CPI-SC03BFF1D95	COL15A1_a11b1 complex	simple:P39059	complex:a11b1 complex	ENSG00000204291		True	False	False	curated	True	0.204							0.003							0.003							0.003																					0.003	0.012	0.012	0.012		0.012	0.012	0.015
CPI-SS0179FBFD3	TNFRSF10A_TNFSF10	simple:O00220	simple:P50591	ENSG00000104689	ENSG00000121858	True	True	False	curated	False	0.204																						0.003			0.005	0.01			0.005		0.004	0.007	0.012										0.003			0.005	0.01		
CPI-SS039799099	FGFR1_NCAM1	simple:P11362	simple:P13591	ENSG00000077782	ENSG00000149294	True	True	True	curated	False	0.204	0.009	0.008	0.009			0.009																														0.014	0.014	0.014		0.014	0.014	0.012							
CPI-SC02E74AFA5	MMP2_aVb3 complex	simple:P08253	complex:aVb3 complex	ENSG00000087245		True	False	False	curated	True	0.204							0.001							0.001																					0.001							0.001	0.01	0.01	0.011		0.01	0.01	0.012
CPI-SC06525B099	L1CAM_aVb3 complex	simple:P32004	complex:aVb3 complex	ENSG00000198910		False	False	False	curated	True	0.204		0.0					0.001							0.001							0.001														0.001		0.0	0.0			0.0	0.001							0.001
CPI-SS046F6F0C1	EFNA1_EPHA2	simple:P20827	simple:P29317	ENSG00000169242	ENSG00000142627	True	False	True	curated	False	0.204					0.003							0.002													0.008	0.009		0.007				0.007	0.008		0.006					0.003							0.004		
CPI-SS038E93B77	FGFR1_FGF9	simple:P11362	simple:P31371	ENSG00000077782	ENSG00000102678	True	True	False	I2D,InnateDB-All	False	0.204	0.006	0.007				0.006																														0.011	0.012	0.011	0.011	0.011	0.011	0.011							
CPI-SC035953E6B	COL7A1_a1b1 complex	simple:Q02388	complex:a1b1 complex	ENSG00000114270		True	False	False	curated	True	0.204							0.012							0.012							0.012														0.012							0.012	0.003	0.003			0.003	0.004	0.014
CPI-SS08330207B	BTLA_TNFRSF14	simple:Q7Z6A9	simple:Q92956	ENSG00000186265	ENSG00000157873	False	True	True	guidetopharmacology.org	False	0.204						0.001	0.002							0.002						0.001	0.002							0.002							0.002						0.001	0.002							0.002
CPI-SS0938C6980	DLL4_NOTCH3	simple:Q9NR61	simple:Q9UM47	ENSG00000128917	ENSG00000074181	False	False	True	curated	False	0.204					0.002		0.007					0.002		0.007					0.002		0.008																			0.002		0.008					0.003		0.008
CPI-SS0CDAC688B	CXCL2_DPP4	simple:P19875	simple:P27487	ENSG00000081041	ENSG00000197635	True	False	True	curated	False	0.224	0.005							0.005							0.005							0.011				0.007		0.007	0.009				0.005		0.005	0.005							0.005						
CPI-SC0092846B0	COL5A1_a11b1 complex	simple:P20908	complex:a11b1 complex	ENSG00000130635		True	False	False	curated	True	0.224							0.003							0.003							0.003														0.003							0.003	0.008	0.008	0.008		0.008	0.008	0.011
CPI-SC0530C27A8	VTN_aVb3 complex	simple:P04004	complex:aVb3 complex	ENSG00000109072		True	False	False	curated	True	0.224																						0.003	0.003	0.003		0.003	0.003	0.004		0.0	0.001		0.0	0.0	0.002														
CPI-SC0F8D27FBC	COL15A1_a1b1 complex	simple:P39059	complex:a1b1 complex	ENSG00000204291		True	False	False	curated	True	0.224							0.012							0.012							0.012																					0.012	0.014	0.013	0.012	0.012	0.013	0.014	0.024
CPI-SS0947A8549	FLT1_VEGFB	simple:P17948	simple:P49765	ENSG00000102755	ENSG00000173511	True	True	False	curated	False	0.224						0.002							0.002							0.002																					0.002		0.005	0.005	0.004	0.004	0.003	0.005	0.004
CPI-SC0681D30FE	COL1A2_a11b1 complex	simple:P08123	complex:a11b1 complex	ENSG00000164692		True	False	False	curated	True	0.224							0.003							0.003							0.003														0.003							0.003	0.021	0.022	0.021		0.021	0.021	0.024
CPI-SS098F416C1	FGFR2_XPR1	simple:P21802	simple:Q9UBH6	ENSG00000066468	ENSG00000143324	True	True	True	InnateDB-All	False	0.224						0.005							0.005							0.005							0.005		0.004	0.005	0.004	0.005		0.006							0.005							0.005	
CPI-SS0658257AC	FGFR4_PTPRR	simple:P22455	simple:Q15256	ENSG00000160867	ENSG00000153233	True	True	True	InnateDB-All	False	0.224	0.001	0.001			0.001	0.0	0.001																						0.002	0.002	0.002		0.002	0.002	0.002														
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	ENSG00000125266	ENSG00000116106	False	True	True	curated	False	0.224	0.001						0.001	0.001																					0.002						0.002								0.002	0.001	0.001		0.001	0.001	0.002
CPI-SC0D7F33CFB	COL27A1_a1b1 complex	simple:Q8IZC6	complex:a1b1 complex	ENSG00000196739		True	False	False	curated	True	0.224	0.005	0.004			0.004	0.005	0.015							0.013							0.012							0.013							0.013							0.012							0.014
CPI-SC00756BB93	THY1_aVb3 complex	simple:P04216	complex:aVb3 complex	ENSG00000154096		False	False	False	curated	True	0.224							0.001							0.001							0.001														0.001							0.001	0.005	0.005	0.005		0.005	0.005	0.006
CPI-SC067AD890A	VTN_aVb1 complex	simple:P04004	complex:aVb1 complex	ENSG00000109072		True	False	False	curated	True	0.224																						0.006	0.008	0.007	0.008	0.01	0.008	0.011		0.005			0.007	0.005	0.008														
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	ENSG00000117281	ENSG00000157873	False	True	True	curated	False	0.224						0.001	0.002						0.001	0.002							0.002							0.002						0.001	0.002							0.002						0.001	0.002
CPI-SS019C98396	TNFSF14_TNFRSF14	simple:O43557	simple:Q92956	ENSG00000125735	ENSG00000157873	True	False	True	curated	False	0.224						0.001	0.002						0.001	0.002							0.002						0.001	0.002						0.001	0.002							0.002							0.002
CPI-SC067EE23E1	COL9A2_a10b1 complex	simple:Q14055	complex:a10b1 complex	ENSG00000049089		True	False	False	curated	True	0.224	0.001	0.001				0.001	0.001																													0.001	0.001	0.001	0.001	0.001	0.001	0.001							
CPI-SC0DF986F22	COL10A1_a11b1 complex	simple:Q03692	complex:a11b1 complex	ENSG00000123500		True	False	False	curated	True	0.224							0.003							0.003							0.003							0.003							0.003							0.003	0.0	0.0			0.0	0.0	0.003
CPI-SS02ACCF1F7	MIF_TNFRSF14	simple:P14174	simple:Q92956	ENSG00000240972	ENSG00000157873	True	False	True	I2D,IntAct	False	0.224						0.001	0.002		0.001				0.001	0.002							0.002						0.001	0.002							0.001							0.002							0.002
CPI-SC01E9FAC20	COL16A1_a2b1 complex	simple:Q07092	complex:a2b1 complex	ENSG00000084636		True	False	False	curated	True	0.224																																0.007	0.008	0.003	0.005								0.004	0.003	0.003	0.008	0.01	0.004	0.007
CPI-CS0B79F5D68	ACVR_1C2B receptor_INHBA	complex:ACVR_1C2B receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	0.224	0.003						0.009	0.003						0.009							0.009							0.009	0.003						0.009	0.003						0.009							0.009
CPI-SS0FA326344	FZD6_WNT4	simple:O60353	simple:P56705	ENSG00000164930	ENSG00000162552	True	True	False	curated	False	0.224		0.005						0.004	0.005							0.005						0.004	0.006						0.005	0.006				0.005			0.005							0.005					
CPI-SS0D4CA5D92	FGF18_FGFR4	simple:O76093	simple:P22455	ENSG00000156427	ENSG00000160867	True	False	True	I2D	False	0.224	0.001				0.002							0.002			0.001				0.002							0.002			0.001				0.002							0.002			0.001				0.002		
CPI-CS0BE59B43E	BMR1A_AVR2B_BMP2	complex:BMR1A_AVR2B	simple:P12643		ENSG00000125845	True	True	False	curated	False	0.224				0.002	0.003						0.002	0.003							0.003							0.003						0.002	0.003						0.002	0.003							0.003		
CPI-SS01A07768A	CD46_JAG1	simple:P15529	simple:P78504	ENSG00000117335	ENSG00000101384	False	True	False	curated	False	0.224	0.014	0.014	0.014	0.015	0.017	0.015	0.017					0.015		0.015																			0.015		0.015														
CPI-CS04DD927C9	ACVR_1A2B receptor_INHBA	complex:ACVR_1A2B receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	0.224	0.003						0.009	0.003						0.009							0.009							0.009	0.003						0.009	0.003						0.009							0.009
CPI-SC0D2BDC009	COL13A1_a11b1 complex	simple:Q5TAT6	complex:a11b1 complex	ENSG00000197467		False	False	False	curated	True	0.224							0.003							0.003							0.003														0.003							0.003	0.001	0.001	0.001		0.001	0.001	0.004
CPI-SC03D71E025	COL7A1_a11b1 complex	simple:Q02388	complex:a11b1 complex	ENSG00000114270		True	False	False	curated	True	0.224							0.003							0.003							0.003														0.003							0.003	0.002	0.002	0.002		0.002	0.002	0.005
CPI-SC0014D5A6E	COL16A1_a11b1 complex	simple:Q07092	complex:a11b1 complex	ENSG00000084636		True	False	False	curated	True	0.245																													0.001	0.001	0.001		0.001	0.001	0.004								0.002	0.002	0.002		0.002	0.002	0.005
CPI-SC0CFF5E19D	FN1_a11b1 complex	simple:P02751	complex:a11b1 complex	ENSG00000115414		True	False	False	curated	True	0.245							0.003							0.004							0.004							0.005							0.005							0.003	0.015	0.015	0.015		0.015	0.015	0.018
CPI-SC0E1037D03	VWF_aVb3 complex	simple:P04275	complex:aVb3 complex	ENSG00000110799		True	False	False	curated	True	0.245							0.001							0.001							0.001							0.001							0.001							0.001	0.002	0.002	0.002		0.002	0.002	0.003
CPI-SC0A0532ADC	COL4A1_a11b1 complex	simple:P02462	complex:a11b1 complex	ENSG00000187498		True	False	False	curated	True	0.245							0.003							0.003							0.003							0.003							0.004							0.003	0.017	0.017	0.017		0.016	0.016	0.019
CPI-SC05992FDC8	COL5A1_a1b1 complex	simple:P20908	complex:a1b1 complex	ENSG00000130635		True	False	False	curated	True	0.245							0.012							0.012							0.012														0.012							0.012	0.009	0.008	0.008	0.008	0.008	0.009	0.019
CPI-SC05F111D21	COL27A1_a11b1 complex	simple:Q8IZC6	complex:a11b1 complex	ENSG00000196739		True	False	False	curated	True	0.245	0.003	0.003	0.003		0.003	0.003	0.006							0.004							0.003							0.004							0.004							0.003							0.005
CPI-SC0ECFACED2	COL6A3_a11b1 complex	simple:P12111	complex:a11b1 complex	ENSG00000163359		True	False	False	curated	True	0.245							0.003							0.003							0.003							0.003							0.003							0.003	0.015	0.015	0.015		0.015	0.015	0.018
CPI-SC0988E0218	SPP1_aVb3 complex	simple:P10451	complex:aVb3 complex	ENSG00000118785		True	False	False	curated	True	0.245								0.003	0.003	0.003		0.003	0.003	0.004															0.021	0.021	0.021		0.021	0.021	0.022														
CPI-SC006E22794	COL1A2_a1b1 complex	simple:P08123	complex:a1b1 complex	ENSG00000164692		True	False	False	curated	True	0.245							0.012							0.012							0.012														0.012							0.012	0.023	0.022	0.021	0.022	0.022	0.023	0.033
CPI-SS07F60834D	MET_HGF	simple:P08581	simple:P14210	ENSG00000105976	ENSG00000019991	True	True	False	curated	False	0.245																						0.007		0.007	0.007	0.007	0.007	0.007	0.005		0.005	0.005	0.005	0.005	0.005														
CPI-SS09C4988F8	PROS1_TYRO3	simple:P07225	simple:Q06418	ENSG00000184500	ENSG00000092445	True	False	True	guidetopharmacology.org	False	0.245												0.001		0.001				0.001	0.001		0.001														0.001				0.001	0.001		0.001				0.001	0.001		0.001
CPI-CS046B3C139	ACVR_1A2A receptor_BMP7	complex:ACVR_1A2A receptor	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.245																											0.003	0.003	0.002	0.002	0.002	0.002	0.002	0.002	0.003										0.003			0.003	0.003
CPI-SC08CC68F11	COL8A1_a11b1 complex	simple:P27658	complex:a11b1 complex	ENSG00000144810		True	False	False	curated	True	0.245							0.003							0.003							0.003							0.003							0.003							0.003	0.005	0.005	0.005		0.005	0.005	0.008
CPI-SS0DC2A6D35	IL6_HRH1	simple:P05231	simple:P35367	ENSG00000136244	ENSG00000196639	True	False	True	IMEx,InnateDB-All,IntAct	False	0.245							0.0							0.0														0.0							0.0							0.0	0.002	0.002	0.002	0.002	0.002	0.002	0.002
CPI-CS08CC8F9D3	ACVR1_BMPR2_BMP7	complex:ACVR1_BMPR2	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.245																											0.003	0.003	0.002	0.002	0.002	0.002	0.002	0.002	0.003										0.003			0.003	0.003
CPI-SC0DF641DAA	COL5A2_a11b1 complex	simple:P05997	complex:a11b1 complex	ENSG00000204262		True	False	False	curated	True	0.245							0.003							0.003							0.003							0.003							0.003							0.003	0.009	0.009	0.009		0.009	0.009	0.012
CPI-SC0592EC3D0	L1CAM_a5b1 complex	simple:P32004	complex:a5b1 complex	ENSG00000198910		False	False	False	curated	True	0.245					0.003		0.01					0.003		0.009					0.002		0.009												0.002		0.009					0.003		0.01					0.003		0.009
CPI-SS082AD7B6A	FZD6_WNT5A	simple:O60353	simple:P41221	ENSG00000164930	ENSG00000114251	True	True	False	curated	False	0.245							0.008							0.008							0.008							0.009	0.002	0.002	0.002		0.002	0.002	0.009							0.008							0.008
CPI-SS070C51D94	FZD7_WNT3	simple:O75084	simple:P56703	ENSG00000155760	ENSG00000108379	True	True	False	curated	False	0.245			0.001							0.001							0.001							0.001							0.001		0.001					0.001					0.0	0.0	0.001		0.001	0.0	
CPI-SS064C772FE	CCR10_CCL28	simple:P46092	simple:Q9NRJ3	ENSG00000184451	ENSG00000151882	True	True	False	guidetopharmacology.org	False	0.245				0.004	0.004						0.004	0.004						0.003	0.004													0.003	0.004						0.003	0.004						0.004	0.004		
CPI-SS0BAB460FF	ANGPT2_TEK	simple:O15123	simple:Q02763	ENSG00000091879	ENSG00000120156	True	False	True	curated	False	0.245							0.001							0.001							0.001							0.001							0.001							0.001	0.002	0.002	0.002		0.002	0.002	0.003
CPI-SS0DA033F03	TNFRSF1A_GRN	simple:P19438	simple:P28799	ENSG00000067182	ENSG00000030582	True	True	False	IMEx,InnateDB-All,MINT	False	0.245	0.008							0.008														0.01						0.009	0.01	0.009				0.008	0.009								0.01	0.009				0.009	0.009
CPI-SS0A19E9C34	EGFR_BTC	simple:P00533	simple:P35070	ENSG00000146648	ENSG00000174808	True	True	False	curated	False	0.245																						0.003	0.003	0.003	0.003		0.003	0.004	0.004	0.004	0.004	0.004		0.004	0.005														
CPI-SS03165AD8C	ACKR2_CCL2	simple:O00590	simple:P13500	ENSG00000144648	ENSG00000108691	True	True	False	curated	False	0.245				0.002	0.009						0.002	0.008						0.003	0.009							0.008						0.002	0.008							0.008						0.002	0.009		
CPI-SS0348DB5E3	FGFR1_FGFR2	simple:P11362	simple:P21802	ENSG00000077782	ENSG00000066468	True	True	True	InnateDB-All	False	0.245	0.006	0.006	0.006		0.007	0.006																														0.011	0.011	0.011	0.011	0.012	0.011	0.011							
CPI-SS00F282936	CXCR6_CXCL16	simple:O00574	simple:Q9H2A7	ENSG00000172215	ENSG00000161921	True	True	True	guidetopharmacology.org	False	0.245				0.004	0.006						0.004	0.006						0.004	0.006													0.004	0.006						0.004	0.006						0.004	0.006		
CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	ENSG00000140285	ENSG00000066468	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.245					0.002							0.002							0.002							0.002							0.002							0.002			0.001	0.001	0.001		0.002	0.001	0.001
CPI-SS0467AFD8A	FGF17_FGFR1	simple:O60258	simple:P11362	ENSG00000158815	ENSG00000077782	True	False	True	I2D,InnateDB-All	False	0.245	0.006					0.011		0.006					0.011		0.006					0.011									0.005					0.011		0.006					0.011		0.005					0.011	
CPI-SS0DA366C78	EPHB2_EFNB3	simple:P29323	simple:Q15768	ENSG00000133216	ENSG00000108947	False	True	True	curated	False	0.245						0.002							0.002							0.002							0.002		0.003	0.003	0.003		0.002	0.004	0.003						0.002							0.002	
CPI-SS0241A1F57	NRP2_SEMA3C	simple:O60462	simple:Q99985	ENSG00000118257	ENSG00000075223	True	True	False	curated	False	0.245							0.001							0.001							0.001							0.001														0.001	0.006	0.006	0.006	0.006	0.006	0.006	0.006
CPI-SS0AB21032D	PLXNB2_SEMA4C	simple:O15031	simple:Q9C0C4	ENSG00000196576	ENSG00000168758	False	True	True	curated	False	0.245																													0.003		0.004	0.003	0.003	0.004	0.004	0.005		0.005	0.005	0.005	0.005	0.005							
CPI-SS03722104E	HGF_CD44	simple:P14210	simple:P16070	ENSG00000019991	ENSG00000026508	True	False	True	IMEx,InnateDB-All,IntAct	False	0.245				0.025	0.022													0.025	0.022						0.025	0.022						0.025	0.022						0.025	0.022						0.025	0.022		
CPI-SS0D95D41D6	FGF7_FGFR4	simple:P21781	simple:P22455	ENSG00000140285	ENSG00000160867	True	False	True	I2D	False	0.245					0.002			0.001				0.002							0.002							0.002			0.001				0.002			0.001				0.002			0.001	0.001			0.002		
CPI-SS0E91E504D	HLA-C_TSHB	simple:HLAC	simple:P01222	ENSG00000204525	ENSG00000134200	True	True	False	InnateDB-All	False	0.245	0.007	0.006	0.006		0.006	0.006	0.006																						0.008	0.008	0.008		0.008	0.008	0.008														
CPI-SS0907A7598	FGFR2_FGF9	simple:P21802	simple:P31371	ENSG00000066468	ENSG00000102678	True	True	False	I2D,InnateDB-All	False	0.245		0.001							0.001							0.001							0.001						0.002	0.003	0.002		0.002	0.002	0.002		0.001							0.001					
CPI-SS08B249DBA	CCL2_CCR10	simple:P13500	simple:P46092	ENSG00000108691	ENSG00000184451	True	False	True	I2D	False	0.245																						0.002	0.002	0.002		0.002	0.002	0.002	0.008	0.008	0.008		0.008	0.008	0.008														
CPI-SS00D153A8A	NOTCH4_DLL4	simple:Q99466	simple:Q9NR61	ENSG00000204301	ENSG00000128917	False	True	False	curated	False	0.245							0.001							0.001							0.001										0.001				0.001			0.001				0.001	0.002	0.002	0.002			0.002	0.003
CPI-SS03859E16F	TIGIT_NECTIN3	simple:Q495A1	simple:Q9NQS3	ENSG00000181847	ENSG00000177707	False	False	False	curated	False	0.245		0.004	0.002						0.004	0.002						0.004	0.002						0.004	0.002						0.004							0.004	0.003						0.004					
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	ENSG00000182985	ENSG00000182985	False	False	False	curated	False	0.245		0.016						0.016	0.023	0.022		0.015	0.016			0.022	0.02			0.015										0.015							0.016	0.015											
CPI-SS0C9696AAA	CRTAM_CADM1	simple:O95727	simple:Q9BY67	ENSG00000109943	ENSG00000182985	False	False	False	curated	False	0.245		0.012	0.01						0.012	0.01						0.012	0.01													0.012	0.01						0.012	0.01						0.012	0.01				
CPI-SS002673EFE	WNT5A_FZD3	simple:P41221	simple:Q9NPG1	ENSG00000114251	ENSG00000104290	True	False	True	curated	False	0.265				0.003		0.003							0.003							0.003														0.003							0.003		0.009	0.008	0.01	0.01	0.009	0.01	0.008
CPI-SS0C56C483F	WNT5A_ANTXR1	simple:P41221	simple:Q9H6X2	ENSG00000114251	ENSG00000169604	True	False	True	InnateDB-All	False	0.265							0.005							0.005							0.005							0.005							0.005							0.005	0.008	0.008	0.007	0.007	0.008	0.008	0.013
CPI-SC02017BE74	COL4A2_a11b1 complex	simple:P08572	complex:a11b1 complex	ENSG00000134871		True	False	False	curated	True	0.265																												0.004	0.003	0.003	0.003		0.003	0.003	0.006								0.013	0.013	0.013		0.013	0.013	0.016
CPI-SC03ADD2063	COL18A1_a11b1 complex	simple:P39060	complex:a11b1 complex	ENSG00000182871		True	False	False	curated	True	0.265																												0.003	0.003	0.003	0.003		0.003	0.003	0.006								0.004	0.004	0.004		0.004	0.004	0.007
CPI-SC0814068D9	COL6A2_a2b1 complex	simple:P12110	complex:a2b1 complex	ENSG00000142173		True	False	False	curated	True	0.265																		0.006	0.007		0.005																		0.006	0.007		0.005	0.007	0.007	0.007	0.012	0.013	0.008	0.011
CPI-SC0D19BAF15	FN1_a10b1 complex	simple:P02751	complex:a10b1 complex	ENSG00000115414		True	False	False	curated	True	0.265																												0.003	0.003	0.003		0.002		0.003	0.003								0.016	0.016	0.016	0.016	0.016	0.016	0.016
